SampleID	landscape	frag_unique_ID	fragment	Final_Bd_Load_log	Presence_Bd	Campanha	Data	Julian_date	species	Developmental_Mode	Season	Latitude	Longitude	GPS_UTM	Den_Dre	frag_percent_Dre	Tipo_drenagem	Ndrena	frag_Denborda	DenFrag	DenAPP	TamFrag_m2	frag_Split_pond	frag_Split_Stream_2nd	land_percent_CobVeg	percent_APP	percent_Frgmentos	land_DenBorda	DenFrag_2	DenAPP_2	N_Frag	land_Den_Dre_2	land_percent_Dre	percent_m_agua	percent_Dren_APP	Den_Dre_APP	land_ENND_Frag	ENND_APP	family	Landsc_ID	type	species_infection	type_season	reads_contam_removed	reads_contam_removed_005keep	rarefy_keep	observed_otus	faith_pd	pielou_e	shannon	unweighted_pc1_all	unweighted_pc2_all	weighted_pc1_all	weighted_pc2_all	bc_disper	jaccard_disper	Load_SQR	Julian_Date	Tam_Frag_Log	Residual_Final_Bd_Load_log	AntiFungal_Richness	TotalAntiFungal	Propor_TotalAntiFungal
RM167	JAPI	N	F4	0	0	1	10/7/2018	18280	Ischnocnema henselli	TD	SECA	-23239296	-46941141	23K 301395 7428662	64.2221	39.0471	Npermanente	4	246.7814	109.624	137.1574	264764697.9	0	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Brachycephalidae	3	continuous	Ischnocnema henselli0	continuousSECA	35691	35517	1	35	4.531598934	0.204385109	1.048349069	0.340396941	0.089914162	0.1357569	-0.297436498	0.649564152	0.721260068	0	17	8.422860078	NA	22	1615	0.8075
RM168	JAPI	N	F4	0	0	1	10/7/2018	18280	Ischnocnema henselli	TD	SECA	-23239296	-46941141	23K 301395 7428662	64.2221	39.0471	Npermanente	4	246.7814	109.624	137.1574	264764697.9	0	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Brachycephalidae	3	continuous	Ischnocnema henselli0	continuousSECA	2140	2004	1	100	11.05350629	0.539943773	3.587308776	0.144519611	-0.028013466	0.00525119	-0.148677938	0.611319706	0.639329173	0	17	8.422860078	NA	56	1686	0.843
RM169	JAPI	O	F5	0	0	1	10/8/2018	18281	Boana faber	AL	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Hylidae	3	continuous	Boana faber0	continuousSECA	9482	7710	1	241	20.5640321	0.704464763	5.574351711	-0.118669831	-0.031321408	-0.075077181	0.023986186	0.578682294	0.558174523	0	18	8.422860078	NA	109	1606	0.803
RM170	JAPI	O	F5	0	0	1	10/8/2018	18281	Rhinella ornata	AL	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Bufonidae	3	continuous	Rhinella ornata0	continuousSECA	15380	14207	1	165	13.51987141	0.641077571	4.722383952	0.03244615	0.138917688	0.240371876	0.027194375	0.612673746	0.575919319	0	18	8.422860078	NA	106	946	0.473
RM171	JAPI	O	F5	0	0	1	10/8/2018	18281	Rhinella ornata	AL	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Bufonidae	3	continuous	Rhinella ornata0	continuousSECA	16826	16010	1	195	13.53628967	0.658697859	5.010932193	0.036344678	0.213021302	0.550498413	-0.073171339	0.607097806	0.578167522	0	18	8.422860078	NA	109	1055	0.5275
RM172	JAPI	O	F5	0	0	1	10/8/2018	18281	Rhinella ornata	AL	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Bufonidae	3	continuous	Rhinella ornata0	continuousSECA	5096	4755	1	207	14.37542256	0.772688159	5.944666276	0.024672984	0.162207439	0.020573464	0.011434522	0.554874859	0.559327356	0	18	8.422860078	NA	117	1718	0.859
RM173	JAPI	O	F5	0	0	1	10/8/2018	18281	Ischnocnema henselli	TD	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Brachycephalidae	3	continuous	Ischnocnema henselli0	continuousSECA	11781	10964	1	194	16.02619644	0.529005481	4.020395545	-0.066193845	0.237334851	0.159409134	-0.179649824	0.600808823	0.593724358	0	18	8.422860078	NA	91	1501	0.7505
RM174	JAPI	O	F5	0	0	1	10/8/2018	18281	Ischnocnema henselli	TD	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Brachycephalidae	3	continuous	Ischnocnema henselli0	continuousSECA	22654	21635	1	187	14.83383158	0.561754599	4.239502669	-0.022790569	0.222629597	-0.024467628	-0.124210943	0.588206289	0.589426632	0	18	8.422860078	NA	99	1739	0.8695
RM175	JAPI	O	F5	0.742540639	1	1	10/8/2018	18281	Ischnocnema henselli	TD	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Brachycephalidae	3	continuous	Ischnocnema henselli1	continuousSECA	10807	9476	1	263	19.24393003	0.774232023	6.223988508	-0.134890919	0.260305096	0.005041994	0.019400414	0.560769957	0.574109375	2.127827838	18	8.422860078	-0.603282496	113	1461	0.7305
RM176	JAPI	O	F5	0	0	1	10/8/2018	18281	Ischnocnema henselli	TD	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Brachycephalidae	3	continuous	Ischnocnema henselli0	continuousSECA	15297	14851	1	157	13.63707498	0.433853935	3.164799914	-0.009432163	0.250670986	-0.031146907	-0.184660241	0.538983951	0.608654522	0	18	8.422860078	NA	76	1761	0.8805
RM177	JAPI	O	F5	0	0	1	10/8/2018	18281	Ischnocnema henselli	TD	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Brachycephalidae	3	continuous	Ischnocnema henselli0	continuousSECA	15550	14548	1	202	18.33208793	0.538403119	4.123204945	-0.135262954	0.214344199	0.031524367	-0.154336529	0.58369224	0.598709828	0	18	8.422860078	NA	93	1674	0.837
RM178	JAPI	O	F5	0	0	1	10/8/2018	18281	Ischnocnema henselli	TD	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Brachycephalidae	3	continuous	Ischnocnema henselli0	continuousSECA	17483	17004	1	112	11.67551946	0.244264076	1.662792257	0.063750617	0.275152615	-0.020419617	-0.246207319	0.666812273	0.648568755	0	18	8.422860078	NA	58	1788	0.894
RM179	JAPI	O	F5	0	0	1	10/8/2018	18281	Ischnocnema henselli	TD	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Brachycephalidae	3	continuous	Ischnocnema henselli0	continuousSECA	30204	29416	1	138	12.93063427	0.448611897	3.188968641	0.005848101	0.301197093	0.017836613	-0.194643303	0.604268868	0.61399749	0	18	8.422860078	NA	73	1742	0.871
RM180	JAPI	O	F5	0	0	1	10/8/2018	18281	Ischnocnema henselli	TD	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Brachycephalidae	3	continuous	Ischnocnema henselli0	continuousSECA	19898	19057	1	172	14.74919439	0.509303826	3.782225049	-0.021347321	0.280572101	-0.039355659	-0.152329282	0.600999659	0.616864256	0	18	8.422860078	NA	85	1744	0.872
RM181	JAPI	O	F5	0	0	1	10/8/2018	18281	Ischnocnema henselli	TD	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Brachycephalidae	3	continuous	Ischnocnema henselli0	continuousSECA	21098	20551	1	132	12.0622652	0.42916377	3.023198738	0.054981541	0.230573582	-0.092866646	-0.180106508	0.603304688	0.612061054	0	18	8.422860078	NA	72	1850	0.925
RM182	JAPI	O	F5	0	0	1	10/8/2018	18281	Ischnocnema henselli	TD	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Brachycephalidae	3	continuous	Ischnocnema henselli0	continuousSECA	16554	15814	1	191	15.86341708	0.508754346	3.855049848	-0.080455838	0.25309321	-0.027358	-0.153506181	0.590003156	0.609862465	0	18	8.422860078	NA	89	1733	0.8665
RM183	JAPI	O	F5	3.147579491	1	1	10/8/2018	18281	Ischnocnema henselli	TD	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Brachycephalidae	3	continuous	Ischnocnema henselli1	continuousSECA	8758	7995	1	237	19.13218024	0.68215355	5.381334209	-0.150016789	0.226500334	0.062348876	-0.056050651	0.561116728	0.582620155	37.46580798	18	8.422860078	1.801756356	115	1555	0.7775
RM184	JAPI	O	F5	1.239330103	1	1	10/8/2018	18281	Ischnocnema henselli	TD	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Brachycephalidae	3	continuous	Ischnocnema henselli1	continuousSECA	13422	12080	1	255	20.51370851	0.720891062	5.76305794	-0.19018204	0.193263671	-0.018731993	0.002479593	0.56307974	0.582969597	4.043664609	18	8.422860078	-0.106493033	115	1574	0.787
RM185	JAPI	O	F5	0.94274238	1	1	10/8/2018	18281	Ischnocnema henselli	TD	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Brachycephalidae	3	continuous	Ischnocnema henselli1	continuousSECA	13696	12807	1	196	16.40411352	0.522001397	3.974889179	-0.074693169	0.254555775	0.011121696	-0.145696858	0.581054765	0.589832538	2.786540411	18	8.422860078	-0.403080755	98	1696	0.848
RM186	JAPI	O	F5	1.43023116	1	1	10/8/2018	18281	Ischnocnema henselli	TD	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Brachycephalidae	3	continuous	Ischnocnema henselli1	continuousSECA	9966	8903	1	245	20.63774603	0.779889751	6.189702587	-0.169695043	0.237300084	0.069899888	-0.009400605	0.566669238	0.585300806	5.092119202	18	8.422860078	0.084408024	110	1515	0.7575
RM187	JAPI	O	F5	0.933205174	1	1	10/8/2018	18281	Ischnocnema henselli	TD	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Brachycephalidae	3	continuous	Ischnocnema henselli1	continuousSECA	12983	11809	1	227	20.55716586	0.549579181	4.301308109	-0.175736983	0.189020226	0.041666656	-0.13916805	0.579480622	0.584705354	2.752167931	18	8.422860078	-0.412617962	106	1602	0.801
RM188	JAPI	O	F5	1.315062238	1	1	10/8/2018	18281	Ischnocnema henselli	TD	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Brachycephalidae	3	continuous	Ischnocnema henselli1	continuousSECA	6294	5653	1	215	17.98132725	0.667164185	5.169316771	-0.130350373	0.200481975	0.070276471	-0.082906882	0.562671209	0.588521003	4.433594664	18	8.422860078	-0.030760897	100	1548	0.774
RM189	JAPI	O	F5	0	0	1	10/8/2018	18281	Haddadus binotatus	TD	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Craugastoridae	3	continuous	Haddadus binotatus0	continuousSECA	22121	21662	1	144	12.79463829	0.58911168	4.223886563	0.058407552	0.176056709	-0.09201064	-0.066278105	0.608911522	0.598569877	0	18	8.422860078	NA	78	1750	0.875
RM190	JAPI	O	F5	0	0	1	10/8/2018	18281	Haddadus binotatus	TD	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Craugastoridae	3	continuous	Haddadus binotatus0	continuousSECA	18997	18317	1	143	11.44196191	0.592001183	4.238652304	0.134139513	0.166985905	-0.069553918	-0.065056962	0.599302597	0.603862598	0	18	8.422860078	NA	81	1811	0.9055
RM191	JAPI	O	F5	0	0	1	10/8/2018	18281	Haddadus binotatus	TD	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Craugastoridae	3	continuous	Haddadus binotatus0	continuousSECA	9058	7726	1	295	22.25641572	0.862107778	7.073224595	-0.16515383	0.152861413	0.057567702	0.125918708	0.560604157	0.555978208	0	18	8.422860078	NA	139	1346	0.673
RM192	JAPI	O	F5	0	0	1	10/8/2018	18281	Haddadus binotatus	TD	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Craugastoridae	3	continuous	Haddadus binotatus0	continuousSECA	12703	10863	1	305	25.11553598	0.852581626	7.036070915	-0.204224673	0.155773526	0.038992073	0.092985981	0.558122101	0.561728484	0	18	8.422860078	NA	136	1320	0.66
RM193	JAPI	O	F5	0	0	1	10/8/2018	18281	Haddadus binotatus	TD	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Craugastoridae	3	continuous	Haddadus binotatus0	continuousSECA	5778	4547	1	306	23.14010773	0.860803539	7.107988678	-0.202616644	0.085617111	-0.019766249	0.174883802	0.562690468	0.564742638	0	18	8.422860078	NA	123	1238	0.619
RM194	JAPI	O	F5	0	0	1	10/8/2018	18281	Haddadus binotatus	TD	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Craugastoridae	3	continuous	Haddadus binotatus0	continuousSECA	8383	6853	1	321	24.21292118	0.869997349	7.243971579	-0.187809705	0.136412156	0.045366101	0.062598081	0.561524315	0.559923956	0	18	8.422860078	NA	135	1346	0.673
RM195	JAPI	O	F5	0	0	1	10/8/2018	18281	Haddadus binotatus	TD	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Craugastoridae	3	continuous	Haddadus binotatus0	continuousSECA	7473	5783	1	345	25.35464029	0.870842281	7.341594527	-0.24114165	0.113699012	0.042096556	0.097415064	0.551441599	0.54777103	0	18	8.422860078	NA	140	1293	0.6465
RM196	JAPI	O	F5	0	0	1	10/8/2018	18281	Haddadus binotatus	TD	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Craugastoridae	3	continuous	Haddadus binotatus0	continuousSECA	2741	2393	1	170	14.68116099	0.793844218	5.881902152	0.034020632	0.009582566	-0.141261052	0.082872569	0.570150467	0.576872617	0	18	8.422860078	NA	96	1575	0.7875
RM197	JAPI	O	F5	0	0	1	10/8/2018	18281	Haddadus binotatus	TD	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Craugastoridae	3	continuous	Haddadus binotatus0	continuousSECA	17292	16145	1	190	16.23957734	0.740849309	5.608122299	-0.014703276	0.077617878	-0.005592841	-0.011049098	0.583754519	0.570473504	0	18	8.422860078	NA	105	1758	0.879
RM198	JAPI	O	F5	0	0	1	10/8/2018	18281	Haddadus binotatus	TD	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Craugastoridae	3	continuous	Haddadus binotatus0	continuousSECA	7648	6694	1	208	17.08038701	0.760302767	5.854665621	-0.028547272	0.006350218	-0.118889637	0.044765347	0.572920284	0.577552686	0	18	8.422860078	NA	103	1648	0.824
RM199	JAPI	O	F5	0	0	1	10/8/2018	18281	Haddadus binotatus	TD	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Craugastoridae	3	continuous	Haddadus binotatus0	continuousSECA	16200	15382	1	207	17.13531117	0.709488218	5.458438352	-0.0584881	0.165406836	-0.024345476	0.00382326	0.573549431	0.576797088	0	18	8.422860078	NA	114	1774	0.887
RM200	JAPI	O	F5	0	0	1	10/8/2018	18281	Rhinella ornata	AL	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Bufonidae	3	continuous	Rhinella ornata0	continuousSECA	13458	11127	1	178	15.20616656	0.576868475	4.312514945	0.063347432	0.106007792	0.329325566	0.140985917	0.651696521	0.600514258	0	18	8.422860078	NA	102	1504	0.752
RM201	JAPI	O	F5	0	0	1	10/8/2018	18281	Rhinella ornata	AL	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Bufonidae	3	continuous	Rhinella ornata0	continuousSECA	11952	10328	1	156	13.92835949	0.392638957	2.860532725	0.111668002	0.080579513	0.759402175	-0.040795111	0.681974268	0.608583255	0	18	8.422860078	NA	97	566	0.283
RM202	JAPI	O	F5	0	0	1	10/8/2018	18281	Rhinella ornata	AL	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Bufonidae	3	continuous	Rhinella ornata0	continuousSECA	5896	5021	1	189	14.63322491	0.593152647	4.485564111	0.066675114	0.113193882	0.539669151	0.070619188	0.623590022	0.586979551	0	18	8.422860078	NA	107	964	0.482
RM204	JAPI	O	F5	0	0	1	10/8/2018	18281	Rhinella ornata	AL	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Bufonidae	3	continuous	Rhinella ornata0	continuousSECA	10772	8435	1	151	12.97203146	0.484926666	3.510095479	0.147668784	0.010303632	0.607038369	0.130588183	0.689454043	0.620467145	0	18	8.422860078	NA	83	1087	0.5435
RM205	JAPI	O	F5	0	0	1	10/8/2018	18281	Rhinella ornata	AL	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Bufonidae	3	continuous	Rhinella ornata0	continuousSECA	6384	3837	1	125	13.09330602	0.552257055	3.846903518	0.13333618	0.013939728	0.26400197	0.200977333	0.694453524	0.643111857	0	18	8.422860078	NA	67	1266	0.633
RM206	JAPI	O	F5	0	0	1	10/8/2018	18281	Rhinella ornata	AL	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Bufonidae	3	continuous	Rhinella ornata0	continuousSECA	7472	6277	1	227	17.59360651	0.651460276	5.098685434	-0.01312318	0.081955404	0.540881639	0.135498242	0.621648265	0.579033306	0	18	8.422860078	NA	117	1076	0.538
RM207	JAPI	O	F5	0	0	1	10/8/2018	18281	Rhinella ornata	AL	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Bufonidae	3	continuous	Rhinella ornata0	continuousSECA	13452	12243	1	170	13.90779258	0.560384255	4.152106021	0.020035677	0.153082337	0.57189918	0.134737183	0.65777606	0.600908544	0	18	8.422860078	NA	87	1222	0.611
RM208	JAPI	O	F5	0	0	1	10/8/2018	18281	Rhinella ornata	AL	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Bufonidae	3	continuous	Rhinella ornata0	continuousSECA	4177	3415	1	167	14.81531296	0.610002397	4.504077314	0.100483467	-0.0092122	0.551467321	0.134147474	0.646503709	0.598485435	0	18	8.422860078	NA	92	1142	0.571
RM209	JAPI	O	F5	0	0	1	10/8/2018	18281	Rhinella ornata	AL	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Bufonidae	3	continuous	Rhinella ornata0	continuousSECA	2687	2181	1	79	9.161203293	0.565794612	3.566645182	0.285549174	0.141991536	0.119625173	0.138666984	0.705488364	0.681253783	0	18	8.422860078	NA	56	824	0.412
RM210	JAPI	O	F5	0	0	1	10/8/2018	18281	Rhinella ornata	AL	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Bufonidae	3	continuous	Rhinella ornata0	continuousSECA	23222	22373	1	78	7.809435187	0.332058928	2.087123925	0.297414149	0.148923596	0.304155263	0.072493911	0.713295105	0.658467526	0	18	8.422860078	NA	51	326	0.163
RM211	JAPI	O	F5	0	0	1	10/8/2018	18281	Rhinella ornata	AL	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Bufonidae	3	continuous	Rhinella ornata0	continuousSECA	27851	27166	1	64	7.744449869	0.356380796	2.138284778	0.309868511	0.157480105	0.421812684	0.051281649	0.734122719	0.682509498	0	18	8.422860078	NA	46	207	0.1035
RM212	JAPI	O	F5	0	0	1	10/8/2018	18281	Rhinella ornata	AL	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Bufonidae	3	continuous	Rhinella ornata0	continuousSECA	19408	15841	1	36	6.453157625	0.533077388	2.755970115	0.312222069	0.067074149	-0.114722901	-0.13049569	0.773018149	0.767825934	0	18	8.422860078	NA	9	25	0.0125
RM213	JAPI	O	F5	0	0	1	10/8/2018	18281	Rhinella ornata	AL	SECA	-23246842	-46916380	23K 303940 7427860	24.3343	30.5812	Npermanente	2	182.5366	91.7782	90.7584	264764697.9	74.425	0	53.23	14.64	38.59	188.36	112.1	76.26	12298	2.5	94.26	0.379	14.2232	48.9079	28.86	34.1	Bufonidae	3	continuous	Rhinella ornata0	continuousSECA	12433	9502	1	37	6.489888836	0.611102911	3.183512115	0.306836074	0.067853902	0.009018018	-0.094586683	0.769852679	0.762665545	0	18	8.422860078	NA	8	47	0.0235
